date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:46:14	6951/6951	---M--	200	added ('OK')	text/css	date:Sat,%2026%20Feb%202022%2005:50:42%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/css/magnific-popup.css	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/css/magnific-popup.css	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:15	76809/76809	---M--	200	added ('OK')	text/css	date:Sat,%2022%20Jul%202023%2018:49:44%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/css/animate.css	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/css/animate.css	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:16	1116/1116	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Apr%202024%2019:52:38%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/loader.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/loader.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:17	6545/6545	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Apr%202024%2019:41:58%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/logo.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/logo.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:17	81750/81750	---M--	200	added ('OK')	text/css	date:Thu,%2025%20Apr%202024%2019:20:00%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/css/custom.css	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/css/custom.css	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:19	47292/47292	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202024%2019:17:52%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/about.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/about.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:20	37433/37433	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202024%2019:17:50%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/services.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/services.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:20	31477/31477	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Apr%202024%2017:26:38%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/services-single.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/services-single.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:22	19859/19859	---M--	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2022:31:12%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/blog.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/blog.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:22	20650/20650	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Apr%202024%2017:26:36%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/blog-single.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/blog-single.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:24	28411/28411	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202024%2019:17:48%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/team.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/team.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:24	26291/26291	---M--	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2002:01:16%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/team-single.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/team-single.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:25	25896/25896	---M--	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2022:31:10%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/faqs.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/faqs.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:26	11810/11810	---M--	200	added ('OK')	text/html	date:Mon,%2022%20Apr%202024%2022:31:14%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/404.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/404.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:27	17372/17372	---M--	200	added ('OK')	text/html	date:Thu,%2025%20Apr%202024%2018:33:42%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/contact.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/contact.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:29	24577/24577	---M--	200	added ('OK')	text/html	date:Fri,%2026%20Apr%202024%2001:58:06%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/appointment.html	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/appointment.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:30	823521/823521	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:46:30%20GMT	https://www.youtube.com/watch?v=Y-x0efG1seA	/Users/pygod/websites/hospital/www.youtube.com/watch60d8.html	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:31	94791/94791	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Apr%202024%2023:57:38%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/hero-img-1.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/hero-img-1.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:33	6575/6575	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2001:11:48%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-home-contact-1.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-home-contact-1.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:33	85525/85525	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Apr%202024%2023:58:10%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/hero-img-2.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/hero-img-2.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:35	10204/10204	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2001:12:12%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-home-contact-2.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-home-contact-2.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:36	82847/82847	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2002:54:28%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/about-img-1.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/about-img-1.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:38	78371/78371	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2000:18:08%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/about-video-img.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/about-video-img.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:38	109996/109996	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2017:18:44%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/about-img-2.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/about-img-2.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:39	8831/8831	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2019:23:32%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-1.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-1.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:40	3341/3341	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2019:23:42%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-2.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-2.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:40	3730/3730	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2020:12:20%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-3.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-3.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:41	976/976	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2020:12:38%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-4.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-4.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:42	1825/1825	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2020:20:54%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-5.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-medical-service-5.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:43	7472/7472	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2021:49:54%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-appointment.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-appointment.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:45	39684/39684	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2023:03:58%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-work-step-1.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-work-step-1.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:47	35378/35378	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2023:04:08%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-work-step-2.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-work-step-2.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:48	83642/83642	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20Apr%202024%2023:04:16%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-work-step-3.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-work-step-3.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:50	19848/19848	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2017%20Apr%202024%2019:21:02%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/icon-work-step-4.svg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/icon-work-step-4.svg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:51	6684/6684	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2002:16:16%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/author-1.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/author-1.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:52	175147/175147	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2000:36:28%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/home-faq-img.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/home-faq-img.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:52	6235/6235	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2002:11:16%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/author-2.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/author-2.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:53	19425/19425	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2000:53:30%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/author-3.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/author-3.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:54	5808/5808	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2002:13:24%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/author-4.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/author-4.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:59	278774/278774	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2001:42:52%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/post-1.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/post-1.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:46:59	192843/192843	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2001:44:38%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/post-2.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/post-2.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:00	7277/7277	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Apr%202024%2018:16:58%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/contact-us-img.png	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/contact-us-img.png	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:00	6545/6545	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2012%20Apr%202024%2019:41:58%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/logo_165.web	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/logo_165.web	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:02	87532/87532	---M--	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2020:46:18%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery-3.7.1.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/jquery-3.7.1.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:03	60635/60635	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Feb%202024%2003:34:44%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/bootstrap.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/bootstrap.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:03	7729/7729	---M--	200	added ('OK')	application/javascript	date:Sat,%2022%20Jul%202023%2000:36:34%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/validator.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/validator.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:03	243504/243504	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Apr%202024%2001:45:40%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/images/post-3.jpg	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/images/post-3.jpg	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:05	21081/21081	---M--	200	added ('OK')	application/javascript	date:Wed,%2028%20Jun%202023%2021:56:50%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery.slicknav.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/jquery.slicknav.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:06	9028/9028	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Jan%202024%2022:38:52%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery.waypoints.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/jquery.waypoints.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:06	148486/148486	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Dec%202023%2022:17:36%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/swiper-bundle.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/swiper-bundle.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:07	1057/1057	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Jul%202023%2022:33:06%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery.counterup.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/jquery.counterup.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:09	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Feb%202022%2005:50:42%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/jquery.magnific-popup.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/jquery.magnific-popup.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:09	23366/23366	---M--	200	added ('OK')	application/javascript	date:Sat,%2022%20Jul%202023%2019:16:52%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/SmoothScroll.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/SmoothScroll.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:10	2072/2072	---M--	200	added ('OK')	application/javascript	date:Tue,%2023%20Jan%202024%2023:02:10%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/parallaxie.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/parallaxie.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:12	63403/63403	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Nov%202021%2017:25:12%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/gsap.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/gsap.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:14	17047/17047	---M--	200	added ('OK')	application/javascript	date:Sat,%2023%20Dec%202023%2000:41:34%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/magiccursor.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/magiccursor.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:14	15524/15524	---M--	200	added ('OK')	application/javascript	date:Wed,%2003%20Apr%202024%2018:45:42%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/SplitText.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/SplitText.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:16	16155/16155	---M--	200	added ('OK')	application/javascript	date:Fri,%2012%20Jan%202024%2018:42:36%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/ScrollTrigger.min.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/ScrollTrigger.min.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:16	16064/16064	---M--	200	added ('OK')	application/javascript	date:Sun,%2019%20Mar%202017%2014:56:32%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/wow.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/wow.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:17	7944/7944	---M--	200	added ('OK')	application/javascript	date:Fri,%2026%20Apr%202024%2001:59:50%20GMT	https://demo.awaikenthemes.com/html-preview/medipro/js/function.js	/Users/pygod/websites/hospital/demo.awaikenthemes.com/html-preview/medipro/js/function.js	(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:19	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2026%20Aug%202024%2007:47:18%20GMT	https://fonts.googleapis.com/robots.txt		(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:19	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2026%20Aug%202024%2007:47:19%20GMT	https://fonts.gstatic.com/robots.txt		(from https://demo.awaikenthemes.com/html-preview/medipro/)
08:47:21	36596/36596	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2020%20Jul%202023%2020:57:46%20GMT	https://fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A-gdyEU.ttf	/Users/pygod/websites/hospital/fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A-gdyEU.ttf	(from https://fonts.googleapis.com/css2?family=Figtree:ital,wght@0,300..900;1,300..900&display=swap)
08:47:22	36632/36632	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2020%20Jul%202023%2020:56:11%20GMT	https://fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A7YdyEU.ttf	/Users/pygod/websites/hospital/fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A7YdyEU.ttf	(from https://fonts.googleapis.com/css2?family=Figtree:ital,wght@0,300..900;1,300..900&display=swap)
08:47:23	36760/36760	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2020%20Jul%202023%2020:57:46%20GMT	https://fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A4QdyEU.ttf	/Users/pygod/websites/hospital/fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A4QdyEU.ttf	(from https://fonts.googleapis.com/css2?family=Figtree:ital,wght@0,300..900;1,300..900&display=swap)
08:47:24	37032/37032	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2020%20Jul%202023%2020:57:07%20GMT	https://fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A2gayEU.ttf	/Users/pygod/websites/hospital/fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A2gayEU.ttf	(from https://fonts.googleapis.com/css2?family=Figtree:ital,wght@0,300..900;1,300..900&display=swap)
08:47:26	36960/36960	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2020%20Jul%202023%2020:53:18%20GMT	https://fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A1EayEU.ttf	/Users/pygod/websites/hospital/fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3A1EayEU.ttf	(from https://fonts.googleapis.com/css2?family=Figtree:ital,wght@0,300..900;1,300..900&display=swap)
08:47:28	37044/37044	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2020%20Jul%202023%2020:55:32%20GMT	https://fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3AzYayEU.ttf	/Users/pygod/websites/hospital/fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3AzYayEU.ttf	(from https://fonts.googleapis.com/css2?family=Figtree:ital,wght@0,300..900;1,300..900&display=swap)
08:47:29	36920/36920	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2020%20Jul%202023%2020:55:33%20GMT	https://fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3Ax8ayEU.ttf	/Users/pygod/websites/hospital/fonts.gstatic.com/s/figtree/v5/_Xm9-HUzqDCFdgfMm4GnA4aZFrUvtOK3Ax8ayEU.ttf	(from https://fonts.googleapis.com/css2?family=Figtree:ital,wght@0,300..900;1,300..900&display=swap)
